Protein,ProteinDescription,ProteinGene,EV13_SAXN_12mz_10 Sum NormalizedArea,EV14_SAXN_12mz_17 Sum NormalizedArea,EV15_SAXN_12mz_31 Sum NormalizedArea,Total04_HydN_12mz_42 Sum NormalizedArea,Total05_HydN_12mz_38 Sum NormalizedArea,Total06_HydN_12mz_40 Sum NormalizedArea
sp|P54886|P5CS_HUMAN,Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens OX=9606 GN=ALDH18A1 PE=1 SV=2,ALDH18A1,59855685.37,56973622.34,48711528.64,33542823.99,8956998.22,23840296.07
sp|Q9NYK5|RM39_HUMAN,"39S ribosomal protein L39, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL39 PE=1 SV=3",MRPL39,8654114.17,6524525.51,6456978.24,6318585.40,8953309.01,7566424.23
sp|Q8NBM8|PCYXL_HUMAN,Prenylcysteine oxidase-like OS=Homo sapiens OX=9606 GN=PCYOX1L PE=1 SV=2,PCYOX1L,184922490.97,186647926.25,184436847.18,7313821.61,8947062.99,9553559.86
sp|Q14642|I5P1_HUMAN,Inositol polyphosphate-5-phosphatase A OS=Homo sapiens OX=9606 GN=INPP5A PE=1 SV=1,INPP5A,63017442.39,58196148.10,48617202.96,5931137.47,8941092.37,9253572.86
sp|Q9UL54|TAOK2_HUMAN,Serine/threonine-protein kinase TAO2 OS=Homo sapiens OX=9606 GN=TAOK2 PE=1 SV=2,TAOK2,31809871.67,28046577.61,43353679.14,7730956.87,8940940.86,12537219.12
sp|Q9Y2L6|FRM4B_HUMAN,FERM domain-containing protein 4B OS=Homo sapiens OX=9606 GN=FRMD4B PE=1 SV=4,FRMD4B,65567445.83,54172735.98,59070745.85,8899154.58,8936271.02,5385016.71
sp|Q8NDI1|EHBP1_HUMAN,EH domain-binding protein 1 OS=Homo sapiens OX=9606 GN=EHBP1 PE=1 SV=3,EHBP1,13126601.17,13017992.57,13660651.70,10256442.57,8908318.97,7984417.90
sp|P23471|PTPRZ_HUMAN,Receptor-type tyrosine-protein phosphatase zeta OS=Homo sapiens OX=9606 GN=PTPRZ1 PE=1 SV=4,PTPRZ1,16637752.41,16283432.51,16845409.18,2933025.11,8907746.04,7979276.38
sp|P63027|VAMP2_HUMAN,Vesicle-associated membrane protein 2 OS=Homo sapiens OX=9606 GN=VAMP2 PE=1 SV=3,VAMP2,40814511.53,46364523.15,50399912.22,8498762.80,8902025.18,5759649.79
sp|Q9BXB4|OSB11_HUMAN,Oxysterol-binding protein-related protein 11 OS=Homo sapiens OX=9606 GN=OSBPL11 PE=1 SV=2,OSBPL11,601938.50,695906.10,936705.59,4123513.01,8895648.93,3348431.12
sp|Q9H9Q2|CSN7B_HUMAN,COP9 signalosome complex subunit 7b OS=Homo sapiens OX=9606 GN=COPS7B PE=1 SV=1,COPS7B,23003447.26,19314810.07,19118338.10,8102154.57,8857400.37,7805801.53
sp|Q96AA3|RFT1_HUMAN,Protein RFT1 homolog OS=Homo sapiens OX=9606 GN=RFT1 PE=1 SV=1,RFT1,3596986.32,2900571.44,3274570.60,169088.01,8857236.90,0.00
sp|P22059|OSBP1_HUMAN,Oxysterol-binding protein 1 OS=Homo sapiens OX=9606 GN=OSBP PE=1 SV=1,OSBP,58077513.66,57340988.31,66695186.64,12613837.87,8853551.42,11198469.57
sp|O95299|NDUAA_HUMAN,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFA10 PE=1 SV=1",NDUFA10,80932977.01,65533542.78,63277878.78,5195462.13,8840683.36,9262857.66
sp|P41252|SYIC_HUMAN,"Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=2",IARS1,27828394.22,26778664.49,25894777.39,4504449.61,8827212.73,175817377.42
sp|O15031|PLXB2_HUMAN,Plexin-B2 OS=Homo sapiens OX=9606 GN=PLXNB2 PE=1 SV=3,PLXNB2,87300963.62,83855416.49,82124045.71,13563389.28,8825951.57,8471004.29
sp|Q9Y6I3|EPN1_HUMAN,Epsin-1 OS=Homo sapiens OX=9606 GN=EPN1 PE=1 SV=2,EPN1,16643449.08,11749236.93,14259065.06,7353180.04,8823558.33,8338988.50
sp|P26599|PTBP1_HUMAN,Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1,PTBP1,88755776.68,83736858.83,75530337.84,6551480.80,8805835.95,1593945.29
sp|P25325|THTM_HUMAN,3-mercaptopyruvate sulfurtransferase OS=Homo sapiens OX=9606 GN=MPST PE=1 SV=3,MPST,124768627.91,111376383.93,114624637.47,7603228.65,8803217.32,10229881.31
sp|Q96J02|ITCH_HUMAN,E3 ubiquitin-protein ligase Itchy homolog OS=Homo sapiens OX=9606 GN=ITCH PE=1 SV=2,ITCH,16912309.11,13116846.25,14889607.28,19795894.25,8801503.86,12679791.50
sp|Q8IVT5|KSR1_HUMAN,Kinase suppressor of Ras 1 OS=Homo sapiens OX=9606 GN=KSR1 PE=1 SV=3,KSR1,28490767.52,31523091.03,32539223.70,24263448.27,8797475.75,18019329.08
sp|Q9NT62|ATG3_HUMAN,Ubiquitin-like-conjugating enzyme ATG3 OS=Homo sapiens OX=9606 GN=ATG3 PE=1 SV=1,ATG3,27392299.71,25041427.53,24589141.78,7608210.24,8790943.07,8879406.91
sp|Q86YB8|ERO1B_HUMAN,ERO1-like protein beta OS=Homo sapiens OX=9606 GN=ERO1B PE=1 SV=2,ERO1B,14719799.45,16180546.66,15534528.16,8933341.46,8785694.18,9298114.82
sp|P48509|CD151_HUMAN,CD151 antigen OS=Homo sapiens OX=9606 GN=CD151 PE=1 SV=3,CD151,229488636.03,225950820.97,221074583.12,10651659.50,8782519.65,7893932.55
sp|O00587|MFNG_HUMAN,"Beta-1,3-N-acetylglucosaminyltransferase manic fringe OS=Homo sapiens OX=9606 GN=MFNG PE=1 SV=2",MFNG,6095635.91,5238122.78,5352275.14,3375111.20,8775770.23,10099657.51
sp|Q92900|RENT1_HUMAN,Regulator of nonsense transcripts 1 OS=Homo sapiens OX=9606 GN=UPF1 PE=1 SV=2,UPF1,33115639.43,35404230.42,33713528.28,8281674.92,8774150.71,13705655.48
sp|Q96IV0|NGLY1_HUMAN,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Homo sapiens OX=9606 GN=NGLY1 PE=1 SV=1,NGLY1,8879690.50,12812158.23,11779546.70,9390262.06,8773020.04,49992490.81
sp|P36873|PP1G_HUMAN,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CC PE=1 SV=1,PPP1CC,288788269.84,279259241.85,300906157.51,15512983.50,8772427.44,11206698.82
sp|O75665|OFD1_HUMAN,Centriole and centriolar satellite protein OFD1 OS=Homo sapiens OX=9606 GN=OFD1 PE=1 SV=1,OFD1,367261066.31,304293749.81,280291547.59,8439863.81,8747165.71,10340167.66
sp|O14976|GAK_HUMAN,Cyclin-G-associated kinase OS=Homo sapiens OX=9606 GN=GAK PE=1 SV=2,GAK,25411335.18,20648257.46,22134288.05,4965350.87,8746546.27,12528010.19
sp|O15067|PUR4_HUMAN,Phosphoribosylformylglycinamidine synthase OS=Homo sapiens OX=9606 GN=PFAS PE=1 SV=4,PFAS,34675403.09,33555051.80,31447684.97,144077266.50,8742774.20,223126321.85
sp|Q9NVJ2|ARL8B_HUMAN,ADP-ribosylation factor-like protein 8B OS=Homo sapiens OX=9606 GN=ARL8B PE=1 SV=1,ARL8B,271311535.18,226535487.53,253014190.17,23057511.90,8742064.58,19837553.30
sp|Q96T76|MMS19_HUMAN,MMS19 nucleotide excision repair protein homolog OS=Homo sapiens OX=9606 GN=MMS19 PE=1 SV=2,MMS19,12013915.14,12057369.83,12095564.74,11300997.79,8703429.35,14516459.70
sp|Q9NS28|RGS18_HUMAN,Regulator of G-protein signaling 18 OS=Homo sapiens OX=9606 GN=RGS18 PE=1 SV=1,RGS18,144173757.13,120664384.62,132742880.36,8637893.24,8703080.87,7955545.44
sp|Q8TD57|DYH3_HUMAN,Dynein axonemal heavy chain 3 OS=Homo sapiens OX=9606 GN=DNAH3 PE=2 SV=1,DNAH3,1426380.30,1626222.60,755474.86,2901847.88,8684819.76,8703602.90
sp|Q92747|ARC1A_HUMAN,Actin-related protein 2/3 complex subunit 1A OS=Homo sapiens OX=9606 GN=ARPC1A PE=1 SV=2,ARPC1A,175583929.35,164848325.10,129727563.83,12863470.51,8675605.17,8408864.16
sp|P13861|KAP2_HUMAN,cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A PE=1 SV=2,PRKAR2A,152892917.61,144095955.47,122768351.08,10922414.85,8674569.16,9196711.80
sp|P29218|IMPA1_HUMAN,Inositol monophosphatase 1 OS=Homo sapiens OX=9606 GN=IMPA1 PE=1 SV=1,IMPA1,44638248.93,38758144.46,39155225.01,6590756.65,8656825.62,7686264.37
sp|Q8IYJ2|CJ067_HUMAN,"Uncharacterized protein C10orf67, mitochondrial OS=Homo sapiens OX=9606 GN=C10orf67 PE=1 SV=3",C10orf67,584667500.22,551419432.44,537844594.13,8444493.21,8653792.61,9000715.85
sp|Q8TE77|SSH3_HUMAN,Protein phosphatase Slingshot homolog 3 OS=Homo sapiens OX=9606 GN=SSH3 PE=1 SV=2,SSH3,10709514.26,11356098.29,8588698.99,18146297.00,8642010.88,13088648.78
sp|Q8WUW1|BRK1_HUMAN,Protein BRICK1 OS=Homo sapiens OX=9606 GN=BRK1 PE=1 SV=1,BRK1,72090144.46,68196476.72,65434768.20,9960191.53,8641926.01,9143912.39
sp|O60256|KPRB_HUMAN,Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Homo sapiens OX=9606 GN=PRPSAP2 PE=1 SV=1,PRPSAP2,95746884.01,102496060.19,101232103.35,7644963.89,8620495.09,10033539.69
sp|P24534|EF1B_HUMAN,Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3,EEF1B2,264479151.46,257458012.33,264476950.50,8541736.34,8603364.19,9827765.32
sp|O75368|SH3L1_HUMAN,SH3 domain-binding glutamic acid-rich-like protein OS=Homo sapiens OX=9606 GN=SH3BGRL PE=1 SV=1,SH3BGRL,155443506.95,144112381.02,142089789.91,8342920.62,8589279.71,9047526.07
sp|Q99816|TS101_HUMAN,Tumor susceptibility gene 101 protein OS=Homo sapiens OX=9606 GN=TSG101 PE=1 SV=2,TSG101,50179342.67,47179809.35,44055229.58,6968794.72,8584354.99,3131655.08
sp|P78332|RBM6_HUMAN,RNA-binding protein 6 OS=Homo sapiens OX=9606 GN=RBM6 PE=1 SV=5,RBM6,10115145.18,9429695.62,10922008.95,103545667.45,8582497.00,127100736.07
sp|Q86VR2|RETR3_HUMAN,Reticulophagy regulator 3 OS=Homo sapiens OX=9606 GN=RETREG3 PE=1 SV=1,RETREG3,20939828.22,18712875.09,17590512.55,3432755.77,8579043.47,1033328.18
sp|P18084|ITB5_HUMAN,Integrin beta-5 OS=Homo sapiens OX=9606 GN=ITGB5 PE=1 SV=1,ITGB5,84754676.95,83091196.06,79394197.00,10870799.48,8578959.75,7408113.72
sp|Q5TEC6|H37_HUMAN / sp|P84243|H33_HUMAN / sp|P68431|H31_HUMAN / sp|Q71DI3|H32_HUMAN / sp|Q16695|H31T_HUMAN / sp|Q6NXT2|H3C_HUMAN,"Histone H3-7 OS=Homo sapiens OX=9606 GN=H3-7 PE=1 SV=1
Histone H3.3 OS=Homo sapiens OX=9606 GN=H3-3B PE=1 SV=2
Histone H3.1 OS=Homo sapiens OX=9606 GN=H3C12 PE=1 SV=2
Histone H3.2 OS=Homo sapiens OX=9606 GN=H3C13 PE=1 SV=3
Histone H3.1t OS=Homo sapiens OX=9606 GN=H3-4 PE=1 SV=3
Histone H3.3C OS=Homo sapiens OX=9606 GN=H3-5 PE=1 SV=3",H3-7 / H3-3B / H3C12 / H3C13 / H3-4 / H3-5,12569885.35,13897365.62,15848900.90,4122185.07,8557777.32,4678764.75
sp|P48556|PSMD8_HUMAN,26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=2,PSMD8,59192069.67,50629915.58,49949820.98,9256435.03,8555737.14,9368248.49
sp|Q96HS1|PGAM5_HUMAN,"Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens OX=9606 GN=PGAM5 PE=1 SV=2",PGAM5,25133655.02,25292732.31,25013881.67,3117428.56,8549029.79,21696942.85
sp|P0C7M8|CLC2L_HUMAN,C-type lectin domain family 2 member L OS=Homo sapiens OX=9606 GN=CLEC2L PE=3 SV=1,CLEC2L,39424292.57,36001564.37,32151179.50,4639455.55,8543027.87,7472876.52
sp|O94855|SC24D_HUMAN,Protein transport protein Sec24D OS=Homo sapiens OX=9606 GN=SEC24D PE=1 SV=2,SEC24D,11718546.82,11467403.42,11675971.87,6507825.45,8538723.99,646664.34
sp|Q8IZ83|A16A1_HUMAN,Aldehyde dehydrogenase family 16 member A1 OS=Homo sapiens OX=9606 GN=ALDH16A1 PE=1 SV=2,ALDH16A1,121559860.35,113323377.49,110370696.71,9129664.59,8536684.41,9301014.03
sp|P08758|ANXA5_HUMAN,Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2,ANXA5,204100088.24,174327049.06,173618282.20,9227486.47,8532827.45,12188816.31
sp|P61225|RAP2B_HUMAN,Ras-related protein Rap-2b OS=Homo sapiens OX=9606 GN=RAP2B PE=1 SV=1,RAP2B,310089713.73,306662668.73,297452592.11,8391836.89,8529314.03,10895685.45
sp|P04424|ARLY_HUMAN,Argininosuccinate lyase OS=Homo sapiens OX=9606 GN=ASL PE=1 SV=4,ASL,21270664.31,19212723.31,17529902.78,7731207.08,8525225.25,8898233.51
sp|Q8NCN5|PDPR_HUMAN,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Homo sapiens OX=9606 GN=PDPR PE=1 SV=2",PDPR,33238533.98,33293739.85,28844546.97,9629479.08,8516675.16,10460827.10
sp|Q93052|LPP_HUMAN,Lipoma-preferred partner OS=Homo sapiens OX=9606 GN=LPP PE=1 SV=1,LPP,82687403.20,66750700.15,69333697.13,7435423.09,8515037.53,9391777.44
sp|P51523|ZNF84_HUMAN,Zinc finger protein 84 OS=Homo sapiens OX=9606 GN=ZNF84 PE=1 SV=2,ZNF84,145163161.71,179950126.27,214069645.47,8046415.55,8488197.71,9380109.22
sp|A0A075B6I1|LV460_HUMAN,Immunoglobulin lambda variable 4-60 OS=Homo sapiens OX=9606 GN=IGLV4-60 PE=3 SV=1,IGLV4-60,3684927.75,3737424.78,3584461.67,8955602.75,8484543.73,9553090.73
sp|Q13618|CUL3_HUMAN,Cullin-3 OS=Homo sapiens OX=9606 GN=CUL3 PE=1 SV=2,CUL3,47867697.64,45054614.98,42179888.56,73248537.77,8474077.12,70242088.83
sp|Q8TB24|RIN3_HUMAN,Ras and Rab interactor 3 OS=Homo sapiens OX=9606 GN=RIN3 PE=1 SV=4,RIN3,20426823.21,20861175.19,19258004.54,8678565.42,8470360.39,7262806.55
sp|O94973|AP2A2_HUMAN,AP-2 complex subunit alpha-2 OS=Homo sapiens OX=9606 GN=AP2A2 PE=1 SV=2,AP2A2,92602918.88,91117316.85,79623401.06,12000789.30,8466450.52,11925652.38
sp|Q684P5|RPGP2_HUMAN,Rap1 GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=RAP1GAP2 PE=1 SV=2,RAP1GAP2,183452502.19,171252740.45,167001998.41,7570575.84,8459760.08,10622238.48
sp|Q96SB3|NEB2_HUMAN,Neurabin-2 OS=Homo sapiens OX=9606 GN=PPP1R9B PE=1 SV=3,PPP1R9B,66436326.29,61988415.16,60912675.57,16761440.30,8447918.37,6887481.36
sp|P23588|IF4B_HUMAN,Eukaryotic translation initiation factor 4B OS=Homo sapiens OX=9606 GN=EIF4B PE=1 SV=2,EIF4B,38421873.40,32860616.87,31339220.28,11038568.15,8423257.63,22342561.91
sp|P34897|GLYM_HUMAN,"Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=3",SHMT2,187948035.97,168724313.65,174277744.07,13073035.94,8419236.62,8438692.52
sp|P29992|GNA11_HUMAN,Guanine nucleotide-binding protein subunit alpha-11 OS=Homo sapiens OX=9606 GN=GNA11 PE=1 SV=2,GNA11,374089688.69,275289693.69,300501760.46,10967150.79,8416281.60,11021717.58
sp|A2RRP1|NBAS_HUMAN,NBAS subunit of NRZ tethering complex OS=Homo sapiens OX=9606 GN=NBAS PE=1 SV=2,NBAS,53818843.27,44817029.35,48828936.90,9375961.29,8416114.33,20572591.99
sp|P18859|ATP5J_HUMAN,"ATP synthase-coupling factor 6, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PF PE=1 SV=1",ATP5PF,89596148.36,88231466.40,79544508.26,7248736.06,8405417.64,5471815.69
sp|P57729|RAB38_HUMAN,Ras-related protein Rab-38 OS=Homo sapiens OX=9606 GN=RAB38 PE=1 SV=1,RAB38,287866067.50,271653500.23,244911206.41,10148260.64,8397142.60,6111265.29
sp|P08311|CATG_HUMAN,Cathepsin G OS=Homo sapiens OX=9606 GN=CTSG PE=1 SV=2,CTSG,8535667.95,14506287.83,10324139.21,3359208.75,8391076.16,3709226.15
sp|Q9ULI3|HEG1_HUMAN,Protein HEG homolog 1 OS=Homo sapiens OX=9606 GN=HEG1 PE=1 SV=3,HEG1,110252887.58,84546518.94,86373796.44,7037183.07,8380962.32,7645148.67
sp|Q15018|ABRX2_HUMAN,BRISC complex subunit Abraxas 2 OS=Homo sapiens OX=9606 GN=ABRAXAS2 PE=1 SV=2,ABRAXAS2,35813415.79,30571907.32,30281087.63,5195813.39,8377708.75,8301620.75
sp|A0A0B4J1U3|LV136_HUMAN,Immunoglobulin lambda variable 1-36 OS=Homo sapiens OX=9606 GN=IGLV1-36 PE=1 SV=5,IGLV1-36,4333071.03,2431230.38,826471.19,8015508.78,8365545.01,8903230.41
sp|O14874|BCKD_HUMAN,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial OS=Homo sapiens OX=9606 GN=BCKDK PE=1 SV=2",BCKDK,17616031.07,11960385.94,15641967.37,7043382.65,8357981.27,5878876.12
sp|Q14165|MLEC_HUMAN,Malectin OS=Homo sapiens OX=9606 GN=MLEC PE=1 SV=1,MLEC,197066288.40,173497566.75,183928809.85,10329595.80,8345442.04,7413584.81
sp|Q5VSL9|STRP1_HUMAN,Striatin-interacting protein 1 OS=Homo sapiens OX=9606 GN=STRIP1 PE=1 SV=1,STRIP1,22355430.80,27226211.43,23875918.83,5972765.57,8325054.00,16879615.08
sp|Q9BY44|EIF2A_HUMAN,Eukaryotic translation initiation factor 2A OS=Homo sapiens OX=9606 GN=EIF2A PE=1 SV=3,EIF2A,12233359.54,15504008.45,15912394.16,13286901.81,8313157.54,6867263.47
sp|P36776|LONM_HUMAN,"Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1 PE=1 SV=2",LONP1,76102513.51,74615846.98,70916165.63,23127248.08,8311825.37,50375258.26
sp|P08590|MYL3_HUMAN,Myosin light chain 3 OS=Homo sapiens OX=9606 GN=MYL3 PE=1 SV=3,MYL3,870338160.26,794344814.28,923747087.76,9965215.42,8275123.95,9622086.90
sp|Q92974|ARHG2_HUMAN,Rho guanine nucleotide exchange factor 2 OS=Homo sapiens OX=9606 GN=ARHGEF2 PE=1 SV=4,ARHGEF2,50079949.98,49216938.70,46074635.36,13195554.91,8273540.23,150064132.70
sp|O75427|LRCH4_HUMAN,Leucine-rich repeat and calponin homology domain-containing protein 4 OS=Homo sapiens OX=9606 GN=LRCH4 PE=1 SV=2,LRCH4,29084594.12,24884624.29,27793201.53,9822026.66,8271104.90,8954840.93
sp|O95497|VNN1_HUMAN,Pantetheinase OS=Homo sapiens OX=9606 GN=VNN1 PE=1 SV=2,VNN1,15275572.93,14986352.59,16518667.84,5453969.91,8248682.58,8122216.50
sp|P60891|PRPS1_HUMAN,Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens OX=9606 GN=PRPS1 PE=1 SV=2,PRPS1,88845183.03,71364276.47,91529648.57,6012024.90,8248324.10,25479105.54
sp|P00167|CYB5_HUMAN,Cytochrome b5 OS=Homo sapiens OX=9606 GN=CYB5A PE=1 SV=2,CYB5A,7950130.76,5211943.74,5831108.05,12146553.16,8244945.66,11335097.64
sp|P16520|GBB3_HUMAN,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3 OS=Homo sapiens OX=9606 GN=GNB3 PE=1 SV=1,GNB3,519447907.24,454700785.10,461026070.08,8139696.54,8240683.23,9217033.32
sp|Q9BV20|MTNA_HUMAN,Methylthioribose-1-phosphate isomerase OS=Homo sapiens OX=9606 GN=MRI1 PE=1 SV=1,MRI1,16033166.97,10180495.24,9865613.21,2504367.13,8228664.44,1528418.11
sp|O95571|ETHE1_HUMAN,"Persulfide dioxygenase ETHE1, mitochondrial OS=Homo sapiens OX=9606 GN=ETHE1 PE=1 SV=2",ETHE1,116243842.59,114280437.57,110534514.98,10674299.34,8215866.14,13056233.50
sp|Q9Y6D6|BIG1_HUMAN,Brefeldin A-inhibited guanine nucleotide-exchange protein 1 OS=Homo sapiens OX=9606 GN=ARFGEF1 PE=1 SV=2,ARFGEF1,64473814.35,70957798.91,58408934.30,9850138.97,8212381.76,9615170.91
sp|Q9UBX3|DIC_HUMAN,Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 GN=SLC25A10 PE=1 SV=2,SLC25A10,9096300.60,8374868.21,6229260.55,2266819.93,8198155.14,1016037.38
sp|P10606|COX5B_HUMAN,"Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens OX=9606 GN=COX5B PE=1 SV=2",COX5B,199517058.47,189469899.59,188269629.92,6221329.93,8191395.30,7039361.78
sp|P20618|PSB1_HUMAN,Proteasome subunit beta type-1 OS=Homo sapiens OX=9606 GN=PSMB1 PE=1 SV=2,PSMB1,175494400.85,159649401.11,167970506.11,9699377.84,8188793.90,13373801.29
sp|P60900|PSA6_HUMAN,Proteasome subunit alpha type-6 OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1,PSMA6,375248634.95,330406735.02,333732698.68,11219500.21,8180164.83,22154911.59
sp|P62241|RS8_HUMAN,40S ribosomal protein S8 OS=Homo sapiens OX=9606 GN=RPS8 PE=1 SV=2,RPS8,272917.29,27751.79,137027.41,8481493.48,8159929.95,9773805.46
sp|Q8WUJ3|CEMIP_HUMAN,Cell migration-inducing and hyaluronan-binding protein OS=Homo sapiens OX=9606 GN=CEMIP PE=1 SV=2,CEMIP,7395488.15,5844964.19,6450074.95,3372157.07,8153749.51,3685275.45
sp|P09496|CLCA_HUMAN,Clathrin light chain A OS=Homo sapiens OX=9606 GN=CLTA PE=1 SV=1,CLTA,274591664.53,273779286.93,290620309.48,12661924.95,8152840.15,9937978.14
sp|O75150|BRE1B_HUMAN,E3 ubiquitin-protein ligase BRE1B OS=Homo sapiens OX=9606 GN=RNF40 PE=1 SV=5,RNF40,55056761.74,45441068.80,59399053.06,15016936.30,8143988.24,13058661.25
sp|O96000|NDUBA_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens OX=9606 GN=NDUFB10 PE=1 SV=3,NDUFB10,64660592.38,54456812.58,56032156.68,8075768.32,8138799.51,3824453.89
sp|Q9UL25|RAB21_HUMAN,Ras-related protein Rab-21 OS=Homo sapiens OX=9606 GN=RAB21 PE=1 SV=3,RAB21,132571966.75,113305301.68,111412582.81,7720675.63,8135137.86,9221033.78
sp|Q8TD55|PKHO2_HUMAN,Pleckstrin homology domain-containing family O member 2 OS=Homo sapiens OX=9606 GN=PLEKHO2 PE=1 SV=1,PLEKHO2,247240143.62,252794018.66,247296214.33,10733685.97,8111905.05,12264528.68
sp|P55145|MANF_HUMAN,Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=3,MANF,184054950.28,160836194.98,164354003.68,12532409.30,8111888.10,18081278.02
sp|O60784|TOM1_HUMAN,Target of Myb protein 1 OS=Homo sapiens OX=9606 GN=TOM1 PE=1 SV=2,TOM1,3513964.64,4142215.42,3313872.16,4211420.15,8101524.93,6441557.64
sp|Q9NQT8|KI13B_HUMAN,Kinesin-like protein KIF13B OS=Homo sapiens OX=9606 GN=KIF13B PE=1 SV=2,KIF13B,106755673.47,95768681.41,97299376.19,10707436.61,8097499.91,23848873.83
sp|Q7Z2K6|ERMP1_HUMAN,Endoplasmic reticulum metallopeptidase 1 OS=Homo sapiens OX=9606 GN=ERMP1 PE=1 SV=2,ERMP1,10101403.84,11460956.89,12320884.10,4869557.30,8089627.22,6488105.98
sp|Q99501|GA2L1_HUMAN,GAS2-like protein 1 OS=Homo sapiens OX=9606 GN=GAS2L1 PE=1 SV=2,GAS2L1,113762364.97,87228146.90,89858961.02,8144354.11,8083498.35,34268173.64
sp|Q96AC1|FERM2_HUMAN,Fermitin family homolog 2 OS=Homo sapiens OX=9606 GN=FERMT2 PE=1 SV=1,FERMT2,17909653.15,13554482.81,15230161.20,7526591.30,8063931.06,8021963.92
sp|P02545|LMNA_HUMAN,Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1,LMNA,78998293.08,70504843.05,61616442.77,7279270.19,8051808.27,6230998.57
sp|P07333|CSF1R_HUMAN,Macrophage colony-stimulating factor 1 receptor OS=Homo sapiens OX=9606 GN=CSF1R PE=1 SV=2,CSF1R,68270658.46,77779625.35,79004137.06,6391274.13,8051503.01,9440895.03
sp|Q86UN3|R4RL2_HUMAN,Reticulon-4 receptor-like 2 OS=Homo sapiens OX=9606 GN=RTN4RL2 PE=1 SV=1,RTN4RL2,30639031.78,30996069.89,28486006.45,3172652.37,8023637.67,10561780.74
sp|Q9HAB8|PPCS_HUMAN,Phosphopantothenate--cysteine ligase OS=Homo sapiens OX=9606 GN=PPCS PE=1 SV=2,PPCS,52322850.03,55195806.52,55323930.98,3913421.21,8015932.20,4773607.23
sp|O94903|PLPHP_HUMAN,Pyridoxal phosphate homeostasis protein OS=Homo sapiens OX=9606 GN=PLPBP PE=1 SV=1,PLPBP,33743485.13,29688048.92,28586182.47,7927000.12,8000687.19,4403230.72
sp|P42025|ACTY_HUMAN,Beta-centractin OS=Homo sapiens OX=9606 GN=ACTR1B PE=1 SV=1,ACTR1B,450356815.80,418648717.68,415626603.48,9738211.24,7991325.47,8254579.11
sp|Q96CM8|ACSF2_HUMAN,"Medium-chain acyl-CoA ligase ACSF2, mitochondrial OS=Homo sapiens OX=9606 GN=ACSF2 PE=1 SV=2",ACSF2,7674774.10,8008823.44,8515792.89,4146994.28,7981782.44,4612834.38
sp|Q9H0U3|MAGT1_HUMAN,Magnesium transporter protein 1 OS=Homo sapiens OX=9606 GN=MAGT1 PE=1 SV=1,MAGT1,68545444.28,58835525.01,66099051.07,10604370.08,7947659.03,11228227.45
sp|Q9UN19|DAPP1_HUMAN,Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide OS=Homo sapiens OX=9606 GN=DAPP1 PE=1 SV=1,DAPP1,89539345.71,93552204.62,93879849.31,9700873.87,7936473.67,11819083.58
sp|Q9Y3A5|SBDS_HUMAN,Ribosome maturation protein SBDS OS=Homo sapiens OX=9606 GN=SBDS PE=1 SV=4,SBDS,29869427.85,25885173.98,27954891.89,7735484.49,7925792.58,8122306.98
