From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
SLC39A1,Q9NY26,reviewed,S39A1_HUMAN,Zinc transporter ZIP1 (Solute carrier family 39 member 1) (Zinc-iron-regulated transporter-like) (Zrt- and Irt-like protein 1) (ZIP-1) (hZIP1),SLC39A1 IRT1 ZIP1 ZIRTL CGI-08 CGI-71,Homo sapiens (Human),324
SLC45A2,Q9UMX9,reviewed,S45A2_HUMAN,Membrane-associated transporter protein (Melanoma antigen AIM1) (Protein AIM-1) (Solute carrier family 45 member 2),SLC45A2 AIM1 MATP,Homo sapiens (Human),530
SLC4A2,P04920,reviewed,B3A2_HUMAN,Anion exchange protein 2 (AE 2) (Anion exchanger 2) (Non-erythroid band 3-like protein) (BND3L) (Solute carrier family 4 member 2),SLC4A2 AE2 EPB3L1 HKB3 MPB3L,Homo sapiens (Human),1241
SLC5A2,P31639,reviewed,SC5A2_HUMAN,Sodium/glucose cotransporter 2 (Na(+)/glucose cotransporter 2) (Low affinity sodium-glucose cotransporter) (Solute carrier family 5 member 2),SLC5A2 SGLT2,Homo sapiens (Human),672
SLC5A3,P53794,reviewed,SC5A3_HUMAN,Sodium/myo-inositol cotransporter (Na(+)/myo-inositol cotransporter) (Sodium/myo-inositol transporter 1) (SMIT1) (Solute carrier family 5 member 3),SLC5A3,Homo sapiens (Human),718
SLC6A17,Q9H1V8,reviewed,S6A17_HUMAN,Sodium-dependent neutral amino acid transporter SLC6A17 (Sodium-dependent neurotransmitter transporter NTT4) (Solute carrier family 6 member 17),SLC6A17 NTT4,Homo sapiens (Human),727
SLC6A19,Q695T7,reviewed,S6A19_HUMAN,Sodium-dependent neutral amino acid transporter B(0)AT1 (Solute carrier family 6 member 19) (System B(0) neutral amino acid transporter AT1),SLC6A19 B0AT1,Homo sapiens (Human),634
SLC6A4,P31645,reviewed,SC6A4_HUMAN,Sodium-dependent serotonin transporter (SERT) (5HT transporter) (5HTT) (Solute carrier family 6 member 4),SLC6A4 HTT SERT,Homo sapiens (Human),630
SLC7A11,Q9UPY5,reviewed,XCT_HUMAN,Cystine/glutamate transporter (Amino acid transport system xc-) (Calcium channel blocker resistance protein CCBR1) (Solute carrier family 7 member 11) (xCT),SLC7A11,Homo sapiens (Human),501
SLC9A3R2,Q15599,reviewed,NHRF2_HUMAN,Na(+)/H(+) exchange regulatory cofactor NHE-RF2 (NHERF-2) (NHE3 kinase A regulatory protein E3KARP) (SRY-interacting protein 1) (SIP-1) (Sodium-hydrogen exchanger regulatory factor 2) (Solute carrier family 9 isoform A3 regulatory factor 2) (Tyrosine kinase activator protein 1) (TKA-1),NHERF2 SLC9A3R2,Homo sapiens (Human),337
SLC9A9,Q8IVB4,reviewed,SL9A9_HUMAN,Sodium/hydrogen exchanger 9 (Na(+)/H(+) exchanger 9) (NHE-9) (Solute carrier family 9 member 9),SLC9A9 NHE9 Nbla00118,Homo sapiens (Human),645
SMARCA5,O60264,reviewed,SMCA5_HUMAN,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin A5) (EC 3.6.4.-) (Sucrose nonfermenting protein 2 homolog) (hSNF2H),SMARCA5 SNF2H WCRF135,Homo sapiens (Human),1052
SMARCB1,Q12824,reviewed,SNF5_HUMAN,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 (BRG1-associated factor 47) (BAF47) (Integrase interactor 1 protein) (SNF5 homolog) (hSNF5),SMARCB1 BAF47 INI1 SNF5L1,Homo sapiens (Human),385
SMARCC1,Q92922,reviewed,SMRC1_HUMAN,SWI/SNF complex subunit SMARCC1 (BRG1-associated factor 155) (BAF155) (SWI/SNF complex 155 kDa subunit) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 1),SMARCC1 BAF155,Homo sapiens (Human),1105
SMC5,Q8IY18,reviewed,SMC5_HUMAN,Structural maintenance of chromosomes protein 5 (SMC protein 5) (SMC-5) (hSMC5),SMC5 KIAA0594 SMC5L1,Homo sapiens (Human),1101
SMN1,Q16637,reviewed,SMN_HUMAN,Survival motor neuron protein (Component of gems 1) (Gemin-1),SMN1 SMN SMNT; SMN2 SMNC,Homo sapiens (Human),294
SMN2,Q16637,reviewed,SMN_HUMAN,Survival motor neuron protein (Component of gems 1) (Gemin-1),SMN1 SMN SMNT; SMN2 SMNC,Homo sapiens (Human),294
SMTN,P53814,reviewed,SMTN_HUMAN,Smoothelin,SMTN SMSMO,Homo sapiens (Human),917
SNAP25,P60880,reviewed,SNP25_HUMAN,Synaptosomal-associated protein 25 (SNAP-25) (Super protein) (SUP) (Synaptosomal-associated 25 kDa protein),SNAP25 SNAP,Homo sapiens (Human),206
SNCA,P37840,reviewed,SYUA_HUMAN,Alpha-synuclein (Non-A beta component of AD amyloid) (Non-A4 component of amyloid precursor) (NACP),SNCA NACP PARK1,Homo sapiens (Human),140
SNRPB2,P08579,reviewed,RU2B_HUMAN,U2 small nuclear ribonucleoprotein B'' (U2 snRNP B''),SNRPB2,Homo sapiens (Human),225
SNRPG,P62308,reviewed,RUXG_HUMAN,Small nuclear ribonucleoprotein G (snRNP-G) (Sm protein G) (Sm-G) (SmG),SNRPG PBSCG,Homo sapiens (Human),76
SNRPN,P63162,reviewed,RSMN_HUMAN,Small nuclear ribonucleoprotein-associated protein N (snRNP-N) (Sm protein D) (Sm-D) (Sm protein N) (Sm-N) (SmN) (Tissue-specific-splicing protein),SNRPN HCERN3 SMN,Homo sapiens (Human),240
SNX2,O60749,reviewed,SNX2_HUMAN,Sorting nexin-2 (Transformation-related gene 9 protein) (TRG-9),SNX2 TRG9,Homo sapiens (Human),519
SNX4,O95219,reviewed,SNX4_HUMAN,Sorting nexin-4,SNX4,Homo sapiens (Human),450
SNX5,Q9Y5X3,reviewed,SNX5_HUMAN,Sorting nexin-5,SNX5,Homo sapiens (Human),404
SPAG5,Q96R06,reviewed,SPAG5_HUMAN,Sperm-associated antigen 5 (Astrin) (Deepest) (Mitotic spindle-associated protein p126) (MAP126),SPAG5,Homo sapiens (Human),1193
SPCS2,Q15005,reviewed,SPCS2_HUMAN,Signal peptidase complex subunit 2 (Microsomal signal peptidase 25 kDa subunit) (SPase 25 kDa subunit),SPCS2 KIAA0102 SPC25,Homo sapiens (Human),226
SPCS3,P61009,reviewed,SPCS3_HUMAN,Signal peptidase complex subunit 3 (Microsomal signal peptidase 22/23 kDa subunit) (SPC22/23) (SPase 22/23 kDa subunit),SPCS3 SPC22 UNQ1841/PRO3567,Homo sapiens (Human),180
SPEF2,Q9C093,reviewed,SPEF2_HUMAN,Sperm flagellar protein 2 (Protein KPL2),SPEF2 KIAA1770 KPL2,Homo sapiens (Human),1822
SPINK1,P00995,reviewed,ISK1_HUMAN,Serine protease inhibitor Kazal-type 1 (Pancreatic secretory trypsin inhibitor) (Tumor-associated trypsin inhibitor) (TATI),SPINK1 PSTI,Homo sapiens (Human),79
SPRR3,Q9UBC9,reviewed,SPRR3_HUMAN,Small proline-rich protein 3 (22 kDa pancornulin) (Cornifin beta) (Esophagin),SPRR3 SPRC,Homo sapiens (Human),169
SPRY1,O43609,reviewed,SPY1_HUMAN,Protein sprouty homolog 1 (Spry-1),SPRY1,Homo sapiens (Human),319
SPTBN2,O15020,reviewed,SPTN2_HUMAN,"Spectrin beta chain, non-erythrocytic 2 (Beta-III spectrin) (Spinocerebellar ataxia 5 protein)",SPTBN2 KIAA0302 SCA5,Homo sapiens (Human),2390
SPTBN4,Q9H254,reviewed,SPTN4_HUMAN,"Spectrin beta chain, non-erythrocytic 4 (Beta-IV spectrin) (Spectrin, non-erythroid beta chain 3)",SPTBN4 KIAA1642 SPTBN3,Homo sapiens (Human),2564
SREK1,Q8WXA9,reviewed,SREK1_HUMAN,"Splicing regulatory glutamine/lysine-rich protein 1 (Serine/arginine-rich-splicing regulatory protein 86) (SRrp86) (Splicing factor, arginine/serine-rich 12) (Splicing regulatory protein 508) (SRrp508)",SREK1 SFRS12 SRRP86,Homo sapiens (Human),508
SRP54,P61011,reviewed,SRP54_HUMAN,Signal recognition particle subunit SRP54 (EC 3.6.5.4) (Signal recognition particle 54 kDa protein),SRP54,Homo sapiens (Human),504
SRP72,O76094,reviewed,SRP72_HUMAN,Signal recognition particle subunit SRP72 (SRP72) (Signal recognition particle 72 kDa protein),SRP72,Homo sapiens (Human),671
SRPK1,Q96SB4,reviewed,SRPK1_HUMAN,SRSF protein kinase 1 (EC 2.7.11.1) (SFRS protein kinase 1) (Serine/arginine-rich protein-specific kinase 1) (SR-protein-specific kinase 1),SRPK1,Homo sapiens (Human),655
SRPK2,P78362,reviewed,SRPK2_HUMAN,SRSF protein kinase 2 (EC 2.7.11.1) (SFRS protein kinase 2) (Serine/arginine-rich protein-specific kinase 2) (SR-protein-specific kinase 2) [Cleaved into: SRSF protein kinase 2 N-terminal; SRSF protein kinase 2 C-terminal],SRPK2,Homo sapiens (Human),688
SRPRB,Q9Y5M8,reviewed,SRPRB_HUMAN,Signal recognition particle receptor subunit beta (SR-beta) (Protein APMCF1),SRPRB PSEC0230,Homo sapiens (Human),271
SRSF10,O75494,reviewed,SRS10_HUMAN,"Serine/arginine-rich splicing factor 10 (40 kDa SR-repressor protein) (SRrp40) (FUS-interacting serine-arginine-rich protein 1) (Splicing factor SRp38) (Splicing factor, arginine/serine-rich 13A) (TLS-associated protein with Ser-Arg repeats) (TASR) (TLS-associated protein with SR repeats) (TLS-associated serine-arginine protein) (TLS-associated SR protein)",SRSF10 FUSIP1 FUSIP2 SFRS13A TASR,Homo sapiens (Human),262
SRSF6,Q13247,reviewed,SRSF6_HUMAN,"Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)",SRSF6 SFRS6 SRP55,Homo sapiens (Human),344
ST13P4,Q8IZP2,reviewed,ST134_HUMAN,Putative protein FAM10A4 (Suppression of tumorigenicity 13 pseudogene 4),ST13P4 FAM10A4,Homo sapiens (Human),240
ST13P5,Q8NFI4,reviewed,F10A5_HUMAN,Putative protein FAM10A5 (Suppression of tumorigenicity 13 pseudogene 5),ST13P5 FAM10A5,Homo sapiens (Human),369
STAU2,Q9NUL3,reviewed,STAU2_HUMAN,Double-stranded RNA-binding protein Staufen homolog 2,STAU2,Homo sapiens (Human),570
STEAP4,Q687X5,reviewed,STEA4_HUMAN,"Metalloreductase STEAP4 (EC 1.16.1.-) (Six-transmembrane epithelial antigen of prostate 4) (SixTransMembrane protein of prostate 2) (Tumor necrosis factor, alpha-induced protein 9)",STEAP4 STAMP2 TNFAIP9,Homo sapiens (Human),459
STIM1,Q13586,reviewed,STIM1_HUMAN,Stromal interaction molecule 1,STIM1 GOK,Homo sapiens (Human),685
STK25,O00506,reviewed,STK25_HUMAN,Serine/threonine-protein kinase 25 (EC 2.7.11.1) (Ste20-like kinase) (Sterile 20/oxidant stress-response kinase 1) (SOK-1) (Ste20/oxidant stress response kinase 1),STK25 SOK1 YSK1,Homo sapiens (Human),426
STK38,Q15208,reviewed,STK38_HUMAN,Serine/threonine-protein kinase 38 (EC 2.7.11.1) (NDR1 protein kinase) (Nuclear Dbf2-related kinase 1),STK38 NDR1,Homo sapiens (Human),465
STOML2,Q9UJZ1,reviewed,STML2_HUMAN,"Stomatin-like protein 2, mitochondrial (SLP-2) (EPB72-like protein 2) (Paraprotein target 7) (Paratarg-7)",STOML2 SLP2 HSPC108,Homo sapiens (Human),356
STRA6,Q9BX79,reviewed,STRA6_HUMAN,Receptor for retinol uptake STRA6 (Retinol-binding protein receptor STRA6) (Stimulated by retinoic acid gene 6 protein homolog),STRA6 PP14296 UNQ3126/PRO10282/PRO19578,Homo sapiens (Human),667
STRBP,Q96SI9,reviewed,STRBP_HUMAN,Spermatid perinuclear RNA-binding protein,STRBP SPNR,Homo sapiens (Human),672
STRN3,Q13033,reviewed,STRN3_HUMAN,Striatin-3 (Cell cycle autoantigen SG2NA) (S/G2 antigen),STRN3 GS2NA SG2NA,Homo sapiens (Human),797
STT3A,P46977,reviewed,STT3A_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (Oligosaccharyl transferase subunit STT3A) (STT3-A) (EC 2.4.99.18) (B5) (Integral membrane protein 1) (Transmembrane protein TMC),STT3A ITM1 TMC,Homo sapiens (Human),705
STT3B,Q8TCJ2,reviewed,STT3B_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B (Oligosaccharyl transferase subunit STT3B) (STT3-B) (EC 2.4.99.18) (Source of immunodominant MHC-associated peptides homolog),STT3B SIMP,Homo sapiens (Human),826
STX11,O75558,reviewed,STX11_HUMAN,Syntaxin-11,STX11,Homo sapiens (Human),287
STX2,P32856,reviewed,STX2_HUMAN,Syntaxin-2 (Epimorphin),STX2 EPIM STX2A STX2B STX2C,Homo sapiens (Human),288
STX6,O43752,reviewed,STX6_HUMAN,Syntaxin-6,STX6,Homo sapiens (Human),255
STXBP5,Q5T5C0,reviewed,STXB5_HUMAN,Syntaxin-binding protein 5 (Lethal(2) giant larvae protein homolog 3) (Tomosyn-1),STXBP5 LLGL3,Homo sapiens (Human),1151
SUGT1,Q9Y2Z0,reviewed,SGT1_HUMAN,Protein SGT1 homolog (Protein 40-6-3) (Sgt1) (Suppressor of G2 allele of SKP1 homolog),SUGT1,Homo sapiens (Human),365
SUPT16H,Q9Y5B9,reviewed,SP16H_HUMAN,FACT complex subunit SPT16 (Chromatin-specific transcription elongation factor 140 kDa subunit) (FACT 140 kDa subunit) (FACTp140) (Facilitates chromatin transcription complex subunit SPT16) (hSPT16),SUPT16H FACT140 FACTP140,Homo sapiens (Human),1047
SURF4,O15260,reviewed,SURF4_HUMAN,Surfeit locus protein 4,SURF4 SURF-4,Homo sapiens (Human),269
SUSD1,Q6UWL2,reviewed,SUSD1_HUMAN,Sushi domain-containing protein 1,SUSD1 UNQ2438/PRO4999,Homo sapiens (Human),747
SUSD3,Q96L08,reviewed,SUSD3_HUMAN,Sushi domain-containing protein 3,SUSD3 UNQ9387/PRO34275,Homo sapiens (Human),255
SYNE1,Q8NF91,reviewed,SYNE1_HUMAN,Nesprin-1 (Enaptin) (KASH domain-containing protein 1) (KASH1) (Myocyte nuclear envelope protein 1) (Myne-1) (Nuclear envelope spectrin repeat protein 1) (Synaptic nuclear envelope protein 1) (Syne-1),SYNE1 C6orf98 KIAA0796 KIAA1262 KIAA1756 MYNE1,Homo sapiens (Human),8797
SYTL2,Q9HCH5,reviewed,SYTL2_HUMAN,Synaptotagmin-like protein 2 (Breast cancer-associated antigen SGA-72M) (Exophilin-4),SYTL2 KIAA1597 SGA72M SLP2 SLP2A,Homo sapiens (Human),934
SYTL4,Q96C24,reviewed,SYTL4_HUMAN,Synaptotagmin-like protein 4 (Exophilin-2) (Granuphilin),SYTL4,Homo sapiens (Human),671
SZT2,Q5T011,reviewed,SZT2_HUMAN,KICSTOR complex protein SZT2 (Seizure threshold 2 protein homolog),SZT2 C1orf84 KIAA0467,Homo sapiens (Human),3432
TBC1D10B,Q4KMP7,reviewed,TB10B_HUMAN,TBC1 domain family member 10B (Rab27A-GAP-beta),TBC1D10B FP2461,Homo sapiens (Human),808
TBXA2R,P21731,reviewed,TA2R_HUMAN,Thromboxane A2 receptor (TXA2-R) (Prostanoid TP receptor),TBXA2R,Homo sapiens (Human),343
TBXAS1,P24557,reviewed,THAS_HUMAN,Thromboxane-A synthase (TXA synthase) (TXS) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152),TBXAS1 CYP5 CYP5A1 TXAS,Homo sapiens (Human),533
TCEA1,P23193,reviewed,TCEA1_HUMAN,Transcription elongation factor A protein 1 (Transcription elongation factor S-II protein 1) (Transcription elongation factor TFIIS.o),TCEA1 GTF2S TFIIS,Homo sapiens (Human),301
TEC,P42680,reviewed,TEC_HUMAN,Tyrosine-protein kinase Tec (EC 2.7.10.2),TEC PSCTK4,Homo sapiens (Human),631
TEC,Q92570,reviewed,NR4A3_HUMAN,Nuclear receptor subfamily 4 group A member 3 (Mitogen-induced nuclear orphan receptor) (Neuron-derived orphan receptor 1) (Nuclear hormone receptor NOR-1),NR4A3 CHN CSMF MINOR NOR1 TEC,Homo sapiens (Human),626
TESC,Q96BS2,reviewed,CHP3_HUMAN,Calcineurin B homologous protein 3 (Tescalcin) (TSC),TESC CHP3,Homo sapiens (Human),214
TGFBR2,P37173,reviewed,TGFR2_HUMAN,TGF-beta receptor type-2 (TGFR-2) (EC 2.7.11.30) (TGF-beta type II receptor) (Transforming growth factor-beta receptor type II) (TGF-beta receptor type II) (TbetaR-II),TGFBR2,Homo sapiens (Human),567
TGM4,P49221,reviewed,TGM4_HUMAN,Protein-glutamine gamma-glutamyltransferase 4 (EC 2.3.2.13) (Fibrinoligase) (Prostate transglutaminase) (Prostate-specific transglutaminase) (Transglutaminase P) (TG(P)) (TGP) (TGase P) (Transglutaminase-4) (TGase-4),TGM4,Homo sapiens (Human),684
THADA,Q6YHU6,reviewed,THADA_HUMAN,tRNA (32-2'-O)-methyltransferase regulator THADA (Gene inducing thyroid adenomas protein) (Thyroid adenoma-associated protein),THADA GITA KIAA1767,Homo sapiens (Human),1953
THAP11,Q96EK4,reviewed,THA11_HUMAN,THAP domain-containing protein 11,THAP11 HRIHFB2206,Homo sapiens (Human),314
THNSL1,Q8IYQ7,reviewed,THNS1_HUMAN,Threonine synthase-like 1 (TSH1),THNSL1,Homo sapiens (Human),743
THOC5,Q13769,reviewed,THOC5_HUMAN,THO complex subunit 5 homolog (Functional spliceosome-associated protein 79) (fSAP79) (NF2/meningioma region protein pK1.3) (Placental protein 39.2) (PP39.2) (hTREX90),THOC5 C22orf19 KIAA0983,Homo sapiens (Human),683
THOP1,P52888,reviewed,THOP1_HUMAN,Thimet oligopeptidase (EC 3.4.24.15) (Endopeptidase 24.15) (MP78),THOP1,Homo sapiens (Human),689
TJP1,Q07157,reviewed,ZO1_HUMAN,Tight junction protein ZO-1 (Tight junction protein 1) (Zona occludens protein 1) (Zonula occludens protein 1),TJP1 ZO1,Homo sapiens (Human),1748
TMED1,Q13445,reviewed,TMED1_HUMAN,Transmembrane emp24 domain-containing protein 1 (Interleukin-1 receptor-like 1 ligand) (Putative T1/ST2 receptor-binding protein) (p24 family protein gamma-1) (Tp24) (p24gamma1),TMED1 IL1RL1L IL1RL1LG,Homo sapiens (Human),227
TMED8,Q6PL24,reviewed,TMED8_HUMAN,Protein TMED8,TMED8 FAM15B L10,Homo sapiens (Human),325
TMEM104,Q8NE00,reviewed,TM104_HUMAN,Transmembrane protein 104,TMEM104,Homo sapiens (Human),496
TMEM192,Q8IY95,reviewed,TM192_HUMAN,Transmembrane protein 192,TMEM192,Homo sapiens (Human),271
TMEM200A,Q86VY9,reviewed,T200A_HUMAN,Transmembrane protein 200A,TMEM200A KIAA1913 HBE61,Homo sapiens (Human),491
TMEM27,Q9HBJ8,reviewed,CLTRN_HUMAN,Collectrin (Transmembrane protein 27),CLTRN TMEM27 UNQ679/PRO1312,Homo sapiens (Human),222
TMEM43,Q9BTV4,reviewed,TMM43_HUMAN,Transmembrane protein 43 (Protein LUMA),TMEM43 UNQ2564/PRO6244,Homo sapiens (Human),400
TMEM50A,O95807,reviewed,TM50A_HUMAN,Transmembrane protein 50A (Small membrane protein 1),TMEM50A SMP1 UNQ386/PRO718,Homo sapiens (Human),157
TMEM55A,Q8N4L2,reviewed,PP4P2_HUMAN,"Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase (Type 2 PtdIns-4,5-P2 4-Ptase) (EC 3.1.3.78) (PtdIns-4,5-P2 4-Ptase II) (Transmembrane protein 55A)",PIP4P2 TMEM55A,Homo sapiens (Human),257
TMEM59,Q9BXS4,reviewed,TMM59_HUMAN,Transmembrane protein 59 (Liver membrane-bound protein),TMEM59 C1orf8 HSPC001 UNQ169/PRO195,Homo sapiens (Human),323
TMOD2,Q9NZR1,reviewed,TMOD2_HUMAN,Tropomodulin-2 (Neuronal tropomodulin) (N-Tmod),TMOD2 NTMOD,Homo sapiens (Human),351
TNFAIP3,P21580,reviewed,TNAP3_HUMAN,Tumor necrosis factor alpha-induced protein 3 (TNF alpha-induced protein 3) (EC 2.3.2.-) (EC 3.4.19.12) (OTU domain-containing protein 7C) (Putative DNA-binding protein A20) (Zinc finger protein A20) [Cleaved into: A20p50; A20p37],TNFAIP3 OTUD7C,Homo sapiens (Human),790
TNFRSF10A,O00220,reviewed,TR10A_HUMAN,Tumor necrosis factor receptor superfamily member 10A (Death receptor 4) (TNF-related apoptosis-inducing ligand receptor 1) (TRAIL receptor 1) (TRAIL-R1) (CD antigen CD261),TNFRSF10A APO2 DR4 TRAILR1,Homo sapiens (Human),468
TNFRSF11B,O00300,reviewed,TR11B_HUMAN,Tumor necrosis factor receptor superfamily member 11B (Osteoclastogenesis inhibitory factor) (Osteoprotegerin),TNFRSF11B OCIF OPG,Homo sapiens (Human),401
TNFRSF8,P28908,reviewed,TNR8_HUMAN,Tumor necrosis factor receptor superfamily member 8 (CD30L receptor) (Ki-1 antigen) (Lymphocyte activation antigen CD30) (CD antigen CD30),TNFRSF8 CD30 D1S166E,Homo sapiens (Human),595
TNS4,Q8IZW8,reviewed,TENS4_HUMAN,Tensin-4 (C-terminal tensin-like protein),TNS4 CTEN PP14434,Homo sapiens (Human),715
TOE1,Q96GM8,reviewed,TOE1_HUMAN,Target of EGR1 protein 1,TOE1,Homo sapiens (Human),510
TOM1L1,O75674,reviewed,TM1L1_HUMAN,TOM1-like protein 1 (Src-activating and signaling molecule protein) (Target of Myb-like protein 1),TOM1L1 SRCASM,Homo sapiens (Human),476
TOMM22,Q9NS69,reviewed,TOM22_HUMAN,Mitochondrial import receptor subunit TOM22 homolog (hTom22) (1C9-2) (Translocase of outer membrane 22 kDa subunit homolog),TOMM22 TOM22,Homo sapiens (Human),142
TOMM40,O96008,reviewed,TOM40_HUMAN,Mitochondrial import receptor subunit TOM40 homolog (Protein Haymaker) (Translocase of outer membrane 40 kDa subunit homolog) (p38.5),TOMM40 C19orf1 PEREC1 TOM40,Homo sapiens (Human),361
TOMM70A,O94826,reviewed,TOM70_HUMAN,Mitochondrial import receptor subunit TOM70 (Mitochondrial precursor proteins import receptor) (Translocase of outer membrane 70 kDa subunit) (Translocase of outer mitochondrial membrane protein 70),TOMM70 KIAA0719 TOM70 TOMM70A,Homo sapiens (Human),608
TOR4A,Q9NXH8,reviewed,TOR4A_HUMAN,Torsin-4A (Torsin family 4 member A),TOR4A C9orf167,Homo sapiens (Human),423
TP53RK,Q96S44,reviewed,PRPK_HUMAN,EKC/KEOPS complex subunit TP53RK (EC 3.6.-.-) (Atypical serine/threonine protein kinase TP53RK) (Nori-2) (TP53-regulating kinase) (EC 2.7.11.1) (p53-related protein kinase),TP53RK C20orf64 PRPK,Homo sapiens (Human),253
TPD52L2,O43399,reviewed,TPD54_HUMAN,Tumor protein D54 (hD54) (Tumor protein D52-like 2),TPD52L2,Homo sapiens (Human),206
TPRN,Q4KMQ1,reviewed,TPRN_HUMAN,Taperin,TPRN C9orf75,Homo sapiens (Human),711
TPST2,O60704,reviewed,TPST2_HUMAN,Protein-tyrosine sulfotransferase 2 (EC 2.8.2.20) (Tyrosylprotein sulfotransferase 2) (TPST-2),TPST2,Homo sapiens (Human),377
TPT1,P13693,reviewed,TCTP_HUMAN,Translationally-controlled tumor protein (TCTP) (Fortilin) (Histamine-releasing factor) (HRF) (p23),TPT1,Homo sapiens (Human),172
TREH,O43280,reviewed,TREA_HUMAN,"Trehalase (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)",TREH TREA,Homo sapiens (Human),583
TREML1,Q86YW5,reviewed,TRML1_HUMAN,Trem-like transcript 1 protein (TLT-1) (Triggering receptor expressed on myeloid cells-like protein 1),TREML1 TLT1 UNQ1825/PRO3438,Homo sapiens (Human),311
TRIM58,Q8NG06,reviewed,TRI58_HUMAN,E3 ubiquitin-protein ligase TRIM58 (EC 2.3.2.27) (Protein BIA2) (RING-type E3 ubiquitin transferase TRIM58) (Tripartite motif-containing protein 58),TRIM58,Homo sapiens (Human),486
TRIM69,Q86WT6,reviewed,TRI69_HUMAN,E3 ubiquitin-protein ligase TRIM69 (EC 2.3.2.27) (RFP-like domain-containing protein trimless) (RING finger protein 36) (RING-type E3 ubiquitin transferase TRIM69) (Tripartite motif-containing protein 69),TRIM69 RNF36 HSD-34 HSD34,Homo sapiens (Human),500
TRMT2A,Q8IZ69,reviewed,TRM2A_HUMAN,tRNA (uracil-5-)-methyltransferase homolog A (EC 2.1.1.35) (mRNA (uracil-5-)-methyltransferase TRMT2A) (EC 2.1.1.-),TRMT2A,Homo sapiens (Human),625
TROVE2,P10155,reviewed,RO60_HUMAN,RNA-binding protein RO60 (60 kDa SS-A/Ro ribonucleoprotein) (60 kDa Ro protein) (60 kDa ribonucleoprotein Ro) (RoRNP) (Ro 60 kDa autoantigen) (Ro60 autoantigen) (Sjoegren syndrome antigen A2) (Sjoegren syndrome type A antigen) (SS-A) (TROVE domain family member 2),RO60 SSA2 TROVE2,Homo sapiens (Human),538
TSC2,P49815,reviewed,TSC2_HUMAN,Tuberin (Tuberous sclerosis 2 protein),TSC2 TSC4,Homo sapiens (Human),1807
TSN,Q15631,reviewed,TSN_HUMAN,Translin (EC 3.1.-.-) (Component 3 of promoter of RISC) (C3PO),TSN,Homo sapiens (Human),228
TSNAX,Q99598,reviewed,TSNAX_HUMAN,Translin-associated protein X (Translin-associated factor X),TSNAX TRAX,Homo sapiens (Human),290
TSPAN33,Q86UF1,reviewed,TSN33_HUMAN,Tetraspanin-33 (Tspan-33) (Penumbra) (hPen) (Proerythroblast new membrane),TSPAN33 PEN,Homo sapiens (Human),283
TTC39A,Q5SRH9,reviewed,TT39A_HUMAN,Tetratricopeptide repeat protein 39A (TPR repeat protein 39A) (Differentially expressed in MCF-7 with estradiol protein 6) (DEME-6),TTC39A C1orf34 KIAA0452,Homo sapiens (Human),613
