Protein,Protein Description,Protein Gene,AD01_121315_D5_42 Sum Normalized Area,AD02_121676_D8_64 Sum Normalized Area,AD03_131182_E5_19 Sum Normalized Area,AD04_131136_E6_04 Sum Normalized Area,AD05_131127_E7_61 Sum Normalized Area,AD06_131086_D4_29 Sum Normalized Area,AD07_121663_D7_39 Sum Normalized Area,AD08_131027_E2_13 Sum Normalized Area,AD09_131040_E4_54 Sum Normalized Area,AD10_131282_E8_17 Sum Normalized Area,BatchQC_CP01_21 Sum Normalized Area,BatchQC_CP02_63 Sum Normalized Area,BatchQC_CP03_45 Sum Normalized Area,BatchQC_CP04_10 Sum Normalized Area,BatchRef_KP01_56 Sum Normalized Area,BatchRef_KP02_47 Sum Normalized Area,BatchRef_KP03_25 Sum Normalized Area,BatchRef_KP04_07 Sum Normalized Area,HC01_141076_A7_24 Sum Normalized Area,HC02_141337_C3_53 Sum Normalized Area,HC03_121255_D2_08 Sum Normalized Area,HC04_121321_D6_50 Sum Normalized Area,HC05_131028_E3_18 Sum Normalized Area,HC06_141346_A5_11 Sum Normalized Area,HC07_141210_C7_43 Sum Normalized Area,HC08_141198_C8_14 Sum Normalized Area,HC09_111402_D3_41 Sum Normalized Area,HC10_131248_F2_52 Sum Normalized Area,PDD01_141132_A8_46 Sum Normalized Area,PDD02_141202_B3_28 Sum Normalized Area,PDD03_815_F7_03 Sum Normalized Area,PDD04_1089_F8_60 Sum Normalized Area,PDD05_141365_A4_49 Sum Normalized Area,PDD06_131379_B5_59 Sum Normalized Area,PDD07_131387_B6_27 Sum Normalized Area,PDD08_141335_C2_38 Sum Normalized Area,PDD09_121343_C5_06 Sum Normalized Area,PDD10_PST18-0089_F6_20 Sum Normalized Area,PD-noMCI01_141226_B4_48 Sum Normalized Area,PD-noMCI02_141374_B8_40 Sum Normalized Area,PD-noMCI03_131326_C4_15 Sum Normalized Area,PD-noMCI04_141312_C6_55 Sum Normalized Area,PD-noMCI05_141366_F3_57 Sum Normalized Area,PD-noMCI06_131175_A2_12 Sum Normalized Area,PD-noMCI07_131201_A3_22 Sum Normalized Area,PD-noMCI08_141097_A6_26 Sum Normalized Area,PD-noMCI09_141127_B2_62 Sum Normalized Area,PD-noMCI10_131355_B7_05 Sum Normalized Area
sp|P61962|DCAF7_HUMAN,DDB1- and CUL4-associated factor 7 OS=Homo sapiens OX=9606 GN=DCAF7 PE=1 SV=1,DCAF7,1.2461E+6,1.6112E+6,1.0156E+6,1.1743E+6,7.4444E+5,1.0814E+6,1.2393E+6,1.9936E+6,1.0563E+6,1.0754E+6,1.0494E+6,1.0216E+6,1.2144E+6,1.6271E+6,1.4517E+6,1.2051E+6,1.0657E+6,1.3880E+6,9.5846E+5,1.2713E+6,4.8669E+5,2.1341E+6,8.4655E+5,1.1826E+6,1.5265E+6,1.2487E+6,1.2887E+6,8.6798E+5,1.0066E+6,1.0591E+6,1.2056E+6,1.3359E+6,1.8995E+6,9.6343E+5,1.1447E+6,1.0467E+6,7.9943E+5,3.7661E+5,1.3495E+6,1.1292E+6,1.3415E+6,1.2027E+6,1.0927E+6,1.5402E+6,1.2819E+6,1.2419E+6,1.1233E+6,1.4224E+6
sp|P68104|EF1A1_HUMAN / sp|Q5VTE0|EF1A3_HUMAN,"Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1
Putative elongation factor 1-alpha-like 3 OS=Homo sapiens OX=9606 GN=EEF1A1P5 PE=5 SV=1",EEF1A1 / EEF1A1P5,8.4520E+7,9.6386E+7,7.2907E+7,1.6280E+8,1.2406E+8,9.6776E+7,9.5727E+7,2.4345E+8,1.3308E+8,1.0513E+8,6.2680E+7,7.0861E+7,6.5385E+7,7.9039E+7,7.6772E+7,8.0806E+7,7.6362E+7,8.1128E+7,1.1274E+8,7.4480E+7,6.8922E+7,7.8582E+7,7.6237E+7,6.9970E+7,6.9151E+7,9.4597E+7,9.4792E+7,7.3419E+7,5.0971E+7,1.0690E+8,8.7390E+7,6.3273E+7,7.4058E+7,7.6806E+7,5.6048E+7,5.8135E+7,1.1565E+8,1.5640E+8,6.1611E+7,6.1482E+7,7.4032E+7,5.0989E+7,1.0663E+8,8.5451E+7,9.1945E+7,6.8564E+7,9.3394E+7,7.6425E+7
sp|Q04917|1433F_HUMAN,14-3-3 protein eta OS=Homo sapiens OX=9606 GN=YWHAH PE=1 SV=4,YWHAH,1.1149E+9,1.0796E+9,9.4337E+8,1.1925E+9,1.0419E+9,1.1548E+9,1.1195E+9,1.7674E+9,1.4340E+9,1.0614E+9,1.6548E+9,1.6350E+9,1.5369E+9,1.5033E+9,1.0364E+9,1.0060E+9,1.0155E+9,1.0390E+9,1.0364E+9,1.0410E+9,1.0989E+9,1.2102E+9,9.7212E+8,1.0300E+9,1.0862E+9,1.1661E+9,1.2390E+9,9.7494E+8,9.0493E+8,1.0510E+9,9.4351E+8,8.6424E+8,1.0840E+9,9.1496E+8,1.1814E+9,1.0441E+9,1.1012E+9,1.2822E+9,1.0335E+9,1.0388E+9,9.2099E+8,1.0178E+9,1.1066E+9,1.0391E+9,1.0212E+9,9.9441E+8,1.1255E+9,1.1053E+9
sp|Q06481|APLP2_HUMAN,Amyloid beta precursor like protein 2 OS=Homo sapiens OX=9606 GN=APLP2 PE=1 SV=2,APLP2,5.2612E+7,9.9698E+7,3.6182E+7,1.3021E+8,6.4501E+7,5.5269E+7,4.6347E+7,1.3133E+8,9.1017E+7,1.1611E+8,6.5008E+7,6.3921E+7,5.7820E+7,5.9728E+7,3.7336E+7,3.4539E+7,3.6050E+7,3.9435E+7,6.1038E+7,2.8730E+7,1.1467E+8,1.3816E+8,6.9286E+7,3.3958E+7,3.1860E+7,6.5055E+7,5.4844E+7,3.7264E+7,2.5283E+7,3.4327E+7,1.8903E+7,2.4482E+7,3.1536E+7,3.1624E+7,4.2456E+7,2.6326E+7,4.7445E+7,6.6621E+7,3.5529E+7,3.1235E+7,3.3553E+7,2.8688E+7,6.2220E+7,3.1989E+7,2.8032E+7,2.2381E+7,3.0574E+7,2.4694E+7
sp|Q14141|SEPT6_HUMAN,Septin-6 OS=Homo sapiens OX=9606 GN=SEPTIN6 PE=1 SV=4,SEPTIN6,7.0202E+7,6.0316E+7,5.2916E+7,6.5479E+7,6.9548E+7,5.7052E+7,4.7879E+7,6.9696E+7,4.6222E+7,3.5011E+7,3.3107E+7,4.5579E+7,4.2624E+7,3.5911E+7,5.3013E+7,5.5545E+7,5.1691E+7,5.7719E+7,4.3256E+7,4.1555E+7,5.1901E+7,5.7826E+7,5.0218E+7,4.2406E+7,5.7577E+7,5.0663E+7,5.4882E+7,5.6984E+7,4.8939E+7,5.7509E+7,5.4526E+7,5.0220E+7,4.2860E+7,6.0016E+7,3.5541E+7,4.9049E+7,5.1900E+7,4.1158E+7,5.6847E+7,5.3869E+7,5.7933E+7,5.3221E+7,7.2862E+7,5.3303E+7,6.3899E+7,4.4895E+7,4.8572E+7,4.4110E+7
sp|Q4LDE5|SVEP1_HUMAN,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3",SVEP1,2.7281E+8,3.1842E+8,8.0123E+7,1.7025E+8,2.2030E+8,6.7204E+8,6.9448E+7,1.0317E+9,7.4316E+8,2.2247E+8,2.0101E+8,2.0047E+8,1.8232E+8,1.7911E+8,1.0337E+8,9.3894E+7,8.4447E+7,7.5329E+7,1.6403E+8,2.8538E+7,6.2906E+8,5.6422E+8,4.0806E+8,4.6007E+7,4.0477E+7,7.7177E+7,3.3454E+8,3.0047E+8,2.0564E+8,6.9293E+7,3.6995E+7,3.9135E+7,1.1626E+8,1.7633E+8,4.2168E+8,2.3962E+7,9.8054E+7,3.1403E+8,3.8522E+7,1.9637E+8,6.7152E+7,4.6074E+7,8.4435E+7,1.0487E+8,1.1765E+8,2.2949E+7,2.0355E+7,3.7747E+7
sp|Q5QP82|DCA10_HUMAN,DDB1- and CUL4-associated factor 10 OS=Homo sapiens OX=9606 GN=DCAF10 PE=1 SV=1,DCAF10,1.5954E+6,1.1512E+7,3.4381E+6,4.5056E+6,6.1145E+6,2.1552E+7,2.9043E+6,5.6728E+7,2.7275E+7,4.5776E+6,9.2644E+6,6.7586E+6,8.2574E+6,4.8866E+6,4.6253E+6,3.7783E+6,4.6028E+6,3.6258E+6,5.3467E+6,2.0294E+6,7.8855E+6,1.0897E+7,6.7804E+6,2.7994E+6,2.6154E+6,3.1561E+6,1.4551E+7,1.0340E+7,1.6544E+6,5.2572E+6,6.5324E+5,1.4173E+6,5.2926E+6,3.7192E+6,4.2642E+6,8.2100E+4,5.0455E+6,1.2305E+7,2.4093E+6,4.7861E+6,4.0873E+6,3.3513E+6,3.1379E+6,6.0281E+6,3.6507E+6,1.7844E+6,1.2457E+6,4.2177E+6
sp|Q7L5N1|CSN6_HUMAN,COP9 signalosome complex subunit 6 OS=Homo sapiens OX=9606 GN=COPS6 PE=1 SV=1,COPS6,3.7064E+7,2.4848E+7,1.1670E+7,1.9365E+7,4.9297E+7,4.3118E+7,1.2213E+7,8.7005E+7,7.7590E+7,6.7117E+7,1.9664E+7,1.7219E+7,2.0373E+7,2.4095E+7,1.8340E+7,1.2000E+7,1.2813E+7,1.9660E+7,2.1095E+7,1.0035E+7,1.5855E+7,8.2128E+7,1.4002E+7,1.3024E+7,1.4835E+7,1.4720E+7,3.6430E+7,2.4270E+7,9.3275E+6,1.5023E+7,1.1656E+7,9.3612E+6,2.0199E+7,1.2825E+7,1.4137E+7,1.2879E+7,1.3399E+7,2.4762E+7,1.9172E+7,1.0162E+7,1.5397E+7,1.3853E+7,1.4490E+7,2.1022E+7,1.1488E+7,1.0956E+7,1.0457E+7,1.3407E+7
sp|Q8WVC6|DCAKD_HUMAN,Dephospho-CoA kinase domain-containing protein OS=Homo sapiens OX=9606 GN=DCAKD PE=1 SV=1,DCAKD,1.0828E+7,9.3488E+6,1.8266E+7,3.7171E+7,1.2531E+7,5.6372E+7,9.8193E+6,1.4437E+8,6.8529E+7,2.0637E+7,6.6634E+6,1.3464E+7,4.7191E+6,2.8237E+7,5.2734E+6,4.8089E+6,6.4683E+6,3.4862E+6,1.4690E+7,3.0698E+6,5.3399E+7,3.6468E+7,2.0292E+7,2.0430E+6,8.9229E+6,1.7403E+6,3.9769E+7,2.3603E+7,1.9585E+6,3.1849E+6,1.5441E+6,1.6837E+6,5.5415E+6,1.4516E+7,3.7790E+6,6.7986E+6,5.7507E+6,6.6909E+7,2.2274E+6,9.9639E+6,5.0095E+6,3.1312E+6,1.1522E+7,2.5109E+7,3.3100E+6,5.1893E+6,5.8935E+6,2.6069E+6
sp|Q9UBN7|HDAC6_HUMAN,Histone deacetylase 6 OS=Homo sapiens OX=9606 GN=HDAC6 PE=1 SV=2,HDAC6,0.0000E+0,1.4886E+5,8.6476E+5,1.9296E+5,3.7125E+5,0.0000E+0,4.2067E+5,8.3968E+5,1.2948E+5,9.6159E+4,1.1632E+5,3.1352E+4,3.1518E+5,2.7304E+4,3.8212E+5,4.3056E+5,5.1623E+5,6.5822E+5,1.2507E+5,6.6809E+5,1.2030E+5,1.3258E+4,2.4783E+5,5.7729E+5,4.7428E+5,6.4671E+5,3.4288E+5,8.8811E+4,3.9321E+5,4.9710E+5,6.4266E+5,4.7474E+5,6.2107E+5,4.5252E+5,3.3939E+5,5.4830E+5,5.1851E+5,0.0000E+0,3.9263E+5,3.7332E+5,3.5504E+5,4.8211E+5,9.3819E+5,6.1274E+5,4.4938E+5,8.2161E+5,8.6272E+5,6.6946E+5
sp|P11586|C1TC_HUMAN,"C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=4",MTHFD1,4.3509E+6,7.5044E+6,4.0038E+6,4.7323E+6,4.5590E+6,1.1688E+7,3.6311E+6,5.9350E+6,6.1363E+6,5.7594E+6,6.4195E+6,5.5257E+6,4.7445E+6,8.6731E+6,5.2898E+6,3.5538E+6,3.2249E+6,2.6513E+6,6.2070E+6,3.8090E+6,3.6435E+6,4.3339E+6,5.1736E+6,3.1983E+6,3.4799E+6,3.2008E+6,7.0702E+6,3.1848E+6,3.9778E+6,2.9992E+6,2.4956E+6,3.9332E+6,2.9017E+6,1.8522E+6,5.1856E+6,3.1850E+6,2.1330E+6,1.0359E+7,3.2045E+6,4.3082E+6,3.2800E+6,4.1792E+6,4.4170E+6,3.5964E+6,3.2543E+6,3.2337E+6,4.0472E+6,4.0551E+6
sp|P23560|BDNF_HUMAN,Brain-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=BDNF PE=1 SV=1,BDNF,2.5550E+6,1.7433E+6,2.2025E+6,8.4180E+5,1.2832E+6,2.0773E+6,1.0819E+6,1.0396E+7,2.4407E+6,1.1048E+6,4.9959E+6,1.5974E+6,1.6655E+6,1.2301E+6,1.5512E+6,1.7333E+6,2.1665E+6,1.8244E+6,1.2449E+6,2.1275E+6,1.7328E+6,2.4066E+6,1.1045E+6,2.2407E+6,1.0800E+6,2.0735E+6,1.5389E+6,2.8773E+6,1.7612E+6,2.9166E+6,1.0526E+6,2.4955E+6,1.6091E+6,2.2564E+6,1.1823E+6,2.2916E+6,1.8947E+6,4.6103E+6,1.2083E+6,1.7732E+6,1.3994E+6,1.6864E+6,1.9351E+6,1.4490E+6,1.1483E+6,1.9332E+6,2.1471E+6,1.2785E+6
sp|P61086|UBE2K_HUMAN,Ubiquitin-conjugating enzyme E2 K OS=Homo sapiens OX=9606 GN=UBE2K PE=1 SV=3,UBE2K,1.8000E+6,1.1529E+6,2.7399E+6,2.6867E+6,6.8305E+6,8.6145E+6,2.9136E+6,1.2577E+7,5.8798E+6,2.4416E+6,1.7390E+6,1.1048E+6,1.5363E+6,1.2299E+6,1.5080E+6,1.3192E+6,2.4091E+6,1.1190E+6,2.6593E+6,1.3081E+6,3.3903E+6,1.9687E+6,4.1920E+6,1.5670E+6,1.4134E+6,2.9699E+6,1.5321E+6,3.4189E+6,2.2440E+6,2.5076E+6,1.5659E+6,1.8017E+6,1.4799E+6,2.0957E+6,2.2128E+6,1.5606E+6,4.8698E+6,1.3825E+7,1.2917E+6,1.9907E+6,1.2820E+6,1.1607E+6,1.9223E+6,5.0070E+6,1.8734E+6,1.8066E+6,1.4549E+6,3.3392E+6
sp|Q12765|SCRN1_HUMAN,Secernin-1 OS=Homo sapiens OX=9606 GN=SCRN1 PE=1 SV=2,SCRN1,4.2698E+6,7.3104E+6,6.1943E+6,7.7868E+6,8.0523E+6,1.5452E+7,5.0042E+6,2.1653E+7,1.5064E+7,1.0679E+7,1.0094E+7,7.0080E+6,9.6613E+6,1.0874E+7,5.5077E+6,7.4481E+6,7.5021E+6,4.5469E+6,8.2897E+6,5.5735E+6,6.8417E+6,7.6106E+6,1.0433E+7,5.3387E+6,5.3072E+6,8.0159E+6,1.3005E+7,6.9669E+6,5.5855E+6,5.5115E+6,6.1042E+6,4.1302E+6,8.0061E+6,6.0294E+6,7.0623E+6,5.3070E+6,4.3320E+6,2.1066E+7,5.9833E+6,6.0815E+6,5.7006E+6,6.6292E+6,6.6562E+6,5.9359E+6,5.0049E+6,5.7780E+6,4.0379E+6,4.8870E+6
sp|Q66K14|TBC9B_HUMAN,TBC1 domain family member 9B OS=Homo sapiens OX=9606 GN=TBC1D9B PE=1 SV=3,TBC1D9B,7.4382E+4,6.3621E+4,1.1417E+5,3.0566E+5,3.4294E+5,9.8081E+4,3.0575E+5,2.3869E+5,3.5333E+5,1.1121E+5,3.0873E+5,3.2173E+5,3.4976E+5,3.9548E+5,1.0197E+5,1.8574E+5,1.9146E+5,1.4464E+5,4.5350E+5,5.2994E+5,2.6523E+5,1.6782E+5,1.6179E+5,6.8042E+5,1.0320E+5,3.2053E+5,2.7126E+5,1.4101E+5,4.3707E+5,2.1698E+5,3.8461E+5,5.1123E+5,3.1021E+4,4.0630E+5,3.5722E+5,4.7100E+5,2.3855E+5,1.5088E+5,1.8542E+5,2.6840E+5,3.7360E+5,4.5510E+5,1.4765E+5,2.3760E+5,2.7228E+5,6.5245E+5,3.8199E+5,4.4424E+5
sp|Q9H223|EHD4_HUMAN,EH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=EHD4 PE=1 SV=1,EHD4,4.3990E+7,5.2486E+7,5.0844E+7,5.0699E+7,6.8784E+7,6.3028E+7,5.3167E+7,7.4711E+7,8.7247E+7,4.6111E+7,7.8517E+7,8.1219E+7,7.7188E+7,6.1794E+7,5.2663E+7,5.5746E+7,5.2261E+7,5.3285E+7,4.8062E+7,5.2211E+7,5.1719E+7,4.5695E+7,6.0716E+7,4.0876E+7,6.2107E+7,6.4440E+7,5.3121E+7,5.6597E+7,4.6075E+7,5.3005E+7,3.9417E+7,5.1048E+7,4.4476E+7,4.2902E+7,4.5070E+7,6.0000E+7,5.1981E+7,5.5446E+7,4.5301E+7,4.1633E+7,4.8689E+7,4.8149E+7,5.6738E+7,5.5821E+7,4.7637E+7,5.6727E+7,6.6332E+7,4.9354E+7
sp|Q9NTJ5|SAC1_HUMAN,Phosphatidylinositol-3-phosphatase SAC1 OS=Homo sapiens OX=9606 GN=SACM1L PE=1 SV=2,SACM1L,1.1284E+8,1.0127E+8,9.2075E+7,9.7211E+7,8.7493E+7,9.2674E+7,8.7700E+7,1.0144E+8,1.1067E+8,8.1767E+7,8.1518E+7,8.2913E+7,8.1689E+7,7.8336E+7,9.5714E+7,9.1018E+7,8.5993E+7,9.8023E+7,9.4812E+7,9.6294E+7,8.4545E+7,9.9062E+7,8.6212E+7,9.3008E+7,1.0219E+8,8.6815E+7,7.9476E+7,8.0198E+7,8.8339E+7,1.0468E+8,8.5040E+7,9.3545E+7,9.8709E+7,9.0127E+7,9.3682E+7,7.6634E+7,8.4804E+7,1.0058E+8,1.1015E+8,9.8509E+7,8.2368E+7,9.6646E+7,9.1349E+7,8.9877E+7,9.1551E+7,9.0830E+7,1.0902E+8,1.0847E+8
sp|Q9Y4P3|TBL2_HUMAN,Transducin beta-like protein 2 OS=Homo sapiens OX=9606 GN=TBL2 PE=1 SV=1,TBL2,3.3947E+5,1.1202E+6,1.1467E+4,5.5166E+4,1.4160E+6,1.1035E+6,5.0850E+4,1.9579E+6,2.3657E+6,1.1629E+5,1.1513E+5,5.3217E+5,8.8646E+4,2.5356E+5,5.5378E+4,6.5589E+4,7.8419E+4,1.4354E+5,1.1315E+6,9.3154E+5,3.2064E+6,1.3322E+5,1.3321E+5,9.2452E+4,1.5938E+5,1.5056E+5,2.8522E+5,3.2822E+6,5.9291E+5,1.1710E+5,2.5095E+5,1.2554E+5,8.4547E+4,9.4193E+4,8.2783E+5,1.1076E+5,2.4495E+5,7.6494E+5,6.6945E+4,1.4677E+5,1.2312E+5,2.2469E+5,9.7413E+5,5.7232E+5,7.9021E+4,2.0840E+5,1.8762E+5,1.6308E+5
sp|O14617|AP3D1_HUMAN,AP-3 complex subunit delta-1 OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1,AP3D1,6.1071E+6,4.6058E+6,4.7351E+6,4.0662E+6,4.1537E+6,5.4890E+6,4.0249E+6,1.0322E+7,8.4952E+6,5.4518E+6,5.6042E+6,6.2709E+6,6.6543E+6,5.4251E+6,4.8742E+6,5.2946E+6,4.7087E+6,4.7966E+6,4.6209E+6,5.7348E+6,4.5522E+6,6.4580E+6,4.1860E+6,5.1080E+6,4.6156E+6,3.4586E+6,6.3341E+6,4.5798E+6,5.1092E+6,4.3951E+6,6.4250E+6,5.1238E+6,4.9536E+6,4.9884E+6,6.2347E+6,5.8684E+6,3.8360E+6,6.8318E+6,5.0727E+6,4.1365E+6,5.8069E+6,6.5701E+6,4.0714E+6,3.6976E+6,5.1314E+6,4.9323E+6,5.7631E+6,4.6420E+6
sp|O43676|NDUB3_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 OS=Homo sapiens OX=9606 GN=NDUFB3 PE=1 SV=3,NDUFB3,1.6168E+6,9.9967E+5,2.4386E+6,1.2714E+6,1.8038E+6,1.1675E+6,3.5027E+6,3.5894E+7,2.4792E+6,1.3540E+6,1.5331E+6,2.1137E+6,1.7921E+6,2.7824E+6,1.3018E+6,2.3573E+6,2.1769E+6,2.2844E+6,1.5347E+6,3.2800E+6,1.3398E+6,1.4308E+6,2.5692E+6,2.7845E+6,2.8280E+6,1.6258E+6,7.4652E+5,6.6452E+5,1.7352E+6,1.3226E+6,1.9948E+6,3.2789E+6,1.8415E+6,1.1190E+6,1.8007E+6,2.3616E+6,1.6650E+6,9.6527E+6,2.6033E+6,1.6600E+6,1.3284E+6,2.3665E+6,1.9589E+6,1.6442E+6,1.5551E+6,2.3629E+6,2.2556E+6,3.3701E+6
sp|P30038|AL4A1_HUMAN,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH4A1 PE=1 SV=3",ALDH4A1,7.3237E+5,1.1129E+6,1.6598E+6,1.1014E+6,6.4753E+5,1.3738E+6,8.5154E+5,1.1648E+6,8.1589E+5,1.0746E+6,1.9903E+6,1.7304E+6,8.6189E+5,2.0216E+6,1.4517E+6,1.1487E+6,8.8246E+5,1.0805E+6,1.5044E+6,1.8363E+6,4.0785E+5,6.7382E+5,5.5312E+5,1.4749E+6,1.3206E+6,6.1857E+5,1.4140E+6,3.8241E+5,1.5427E+6,1.2989E+6,1.2726E+6,1.7798E+6,1.0719E+6,1.6990E+6,1.1838E+6,1.0401E+6,2.8052E+6,6.2753E+5,1.0660E+6,1.3208E+6,1.4199E+6,1.1110E+6,3.6741E+5,8.0860E+5,1.0584E+6,2.3940E+6,1.6154E+6,4.2884E+6
sp|P35556|FBN2_HUMAN,Fibrillin-2 OS=Homo sapiens OX=9606 GN=FBN2 PE=1 SV=3,FBN2,2.3605E+8,3.6913E+8,1.1701E+8,2.1114E+8,3.3174E+8,5.4954E+8,1.6007E+8,1.2285E+9,8.0641E+8,3.9699E+8,1.6692E+8,1.9612E+8,1.7688E+8,1.3774E+8,1.3737E+8,1.2240E+8,1.1783E+8,9.1475E+7,2.8281E+8,5.4401E+7,3.7937E+8,6.4039E+8,2.9417E+8,5.5934E+7,5.4121E+7,8.2356E+7,5.3044E+8,3.5436E+8,1.6365E+8,1.2668E+8,7.7977E+7,5.2612E+7,1.4078E+8,1.5311E+8,2.4113E+8,5.6748E+7,1.4591E+8,6.2601E+8,8.5959E+7,1.5485E+8,1.0486E+8,9.2083E+7,1.6004E+8,1.5440E+8,1.2317E+8,4.3430E+7,4.3480E+7,8.9038E+7
sp|P39060|COIA1_HUMAN,Collagen alpha-1(XVIII) chain OS=Homo sapiens OX=9606 GN=COL18A1 PE=1 SV=5,COL18A1,3.6174E+6,8.3063E+6,3.8319E+6,7.4441E+6,7.5007E+6,3.4360E+6,3.0463E+6,2.7318E+7,1.3766E+7,8.0227E+6,4.4416E+6,4.2722E+6,3.8326E+6,5.2065E+6,2.1557E+6,2.0548E+6,1.8130E+6,2.1984E+6,6.3851E+6,1.1549E+6,4.0241E+6,4.8031E+6,4.4840E+6,1.7195E+6,7.9640E+5,1.2810E+6,7.2800E+6,1.2244E+7,1.2603E+6,1.4487E+6,1.8378E+6,4.1718E+5,2.1707E+6,1.5693E+6,2.2368E+6,9.3223E+5,6.9317E+6,6.9570E+6,1.3390E+6,1.9245E+6,1.8753E+6,9.8514E+5,1.7371E+6,4.7386E+6,1.4162E+6,4.9324E+5,1.1721E+6,4.8027E+6
sp|Q3ZAQ7|VMA21_HUMAN,Vacuolar ATPase assembly integral membrane protein VMA21 OS=Homo sapiens OX=9606 GN=VMA21 PE=1 SV=1,VMA21,1.7900E+6,1.2990E+6,2.3966E+6,2.8226E+6,6.0681E+6,1.6350E+6,2.5416E+6,3.4856E+6,3.0337E+6,1.7681E+6,3.0910E+6,2.2178E+6,3.0652E+6,3.1411E+6,1.4509E+6,1.6202E+6,1.8685E+6,1.9827E+6,1.2900E+6,3.2780E+6,1.1518E+6,2.1395E+6,9.5976E+5,2.7859E+6,1.8527E+6,8.7713E+5,2.7930E+6,1.3314E+6,1.9246E+6,1.5670E+6,2.8543E+6,1.7137E+6,1.0809E+6,1.1859E+6,2.7082E+6,1.9135E+6,2.0355E+6,2.5408E+6,2.5385E+6,1.2802E+6,1.9166E+6,2.6538E+6,1.2895E+6,9.6177E+5,2.3125E+6,2.4793E+6,2.2044E+6,2.0004E+6
sp|Q6V0I7|FAT4_HUMAN,Protocadherin Fat 4 OS=Homo sapiens OX=9606 GN=FAT4 PE=1 SV=2,FAT4,1.1703E+8,1.3008E+8,4.6284E+7,7.7055E+7,8.6035E+7,1.8278E+8,7.4368E+7,5.7856E+8,2.9809E+8,1.5539E+8,8.4589E+7,1.0781E+8,9.6362E+7,9.7680E+7,5.7380E+7,5.6537E+7,4.9421E+7,4.6957E+7,1.4338E+8,2.4941E+7,1.4856E+8,2.2646E+8,1.1384E+8,3.1628E+7,2.6882E+7,3.5604E+7,2.1342E+8,2.0183E+8,5.2638E+7,5.1075E+7,1.6543E+7,3.3613E+7,6.6984E+7,5.4858E+7,9.6456E+7,2.5046E+7,8.0332E+7,2.9204E+8,3.6678E+7,4.9507E+7,4.2619E+7,4.5505E+7,8.8723E+7,7.3239E+7,6.3073E+7,2.6293E+7,2.4635E+7,4.0319E+7
sp|Q6ZVM7|TM1L2_HUMAN,TOM1-like protein 2 OS=Homo sapiens OX=9606 GN=TOM1L2 PE=1 SV=1,TOM1L2,2.3015E+7,1.9540E+7,1.1034E+8,2.7947E+7,1.1376E+7,5.2401E+7,2.6529E+7,2.0656E+7,5.1629E+7,1.5420E+7,6.9155E+7,2.1016E+7,5.0865E+7,4.0151E+7,1.0228E+7,7.5785E+6,7.7812E+6,9.0540E+6,3.2627E+7,6.5129E+7,3.3267E+7,2.8368E+7,2.8671E+7,1.1403E+7,8.7957E+6,7.6028E+7,1.6049E+7,4.6765E+7,1.9411E+7,9.4301E+6,2.3422E+7,5.9959E+6,9.8804E+6,9.1000E+6,8.9928E+6,7.0084E+6,1.3853E+7,2.3842E+7,5.3501E+6,2.5040E+7,2.3779E+7,7.6796E+6,9.3136E+6,2.2129E+7,8.1076E+6,6.2935E+6,2.5557E+7,1.8359E+7
sp|Q8IWA5|CTL2_HUMAN,Choline transporter-like protein 2 OS=Homo sapiens OX=9606 GN=SLC44A2 PE=1 SV=3,SLC44A2,1.0682E+7,1.2430E+7,6.1951E+6,1.1129E+7,8.5951E+6,1.8666E+7,8.3493E+6,6.1218E+7,2.8906E+7,1.3426E+7,1.3146E+7,1.1852E+7,1.3773E+7,1.0977E+7,7.8845E+6,6.9682E+6,6.5704E+6,5.1969E+6,1.0094E+7,6.4354E+6,1.0712E+7,1.4356E+7,1.3753E+7,5.6063E+6,4.8672E+6,6.9968E+6,1.6463E+7,1.2704E+7,7.1088E+6,6.0611E+6,6.0338E+6,5.4746E+6,7.8481E+6,7.4730E+6,1.0647E+7,5.2762E+6,6.8445E+6,2.3302E+7,7.3298E+6,6.7803E+6,5.5418E+6,5.5070E+6,7.8567E+6,1.0855E+7,8.0667E+6,5.8255E+6,5.8976E+6,5.8376E+6
